"Feature_name"	"OTU"	"sample"	"abundance"	"run"	"barcode"	"database"	"Relative_IDs"	"IDs"
"2e91671c133ca6aff7c394cdf6111167"	"Eukaryota_Cercozoa_uncultured Cercozoa_uncultured Cercozoa"	"184_Barg"	41	"RUN2"	"134"	"Custom"	"Eukaryota(85.91);Cercozoa(85.91);uncultured Cercozoa(85.91);uncultured Cercozoa(85.91);(0);(0);uncultured Cercozoa(85.91);"	"Eukaryota;Cercozoa;uncultured Cercozoa;uncultured Cercozoa;;;uncultured Cercozoa;"
"deb112cc2f068a72e241a34763290a73"	"Eukaryota_Cercozoa"	"184_Barg"	17	"RUN2"	"134"	"Custom"	"Eukaryota(91.21);Alveolata(18.24);Ciliophora(18.24);Intramacronucleata(18.24);Spirotrichea(18.24);Stichotrichia(18.24);Sporadotrichida(18.24);Halteriidae(18.24);Halteria(18.24);environmental samples(18.24);uncultured Halteria(18.24);"	"Eukaryota"
"ae0c4c308d1b3ffd02bf98e93cafc902"	"Eukaryota"	"184_Barg"	19	"RUN2"	"134"	"Custom"	"Eukaryota(90.50);Alveolata(72.36);Ciliophora(36.35);environmental samples(36.35);uncultured ciliate(36.35);"	"Eukaryota	Alveolata"
"5dfab86845105b4066a643a0030c0bec"	"Eukaryota_Cercozoa_uncultured Cercozoa_uncultured Cercozoa"	"184_Barg"	16	"RUN2"	"134"	"Custom"	"Eukaryota(90.76);environmental samples(72.59);uncultured eukaryote(72.59);"	"Eukaryota	environmental samples	uncultured eukaryote"
"eb7a2d5c210d8ca8d78e74421f9611dc"	"Eukaryota"	"184_Barg"	14	"RUN2"	"134"	"Custom"	"Eukaryota(90.50);Alveolata(72.36);Ciliophora(36.35);environmental samples(36.35);uncultured ciliate(36.35);"	"Eukaryota	Alveolata"
"7314b60269d22a71cf6cba8af55ac3c8"	"Eukaryota"	"184_Barg"	5	"RUN2"	"134"	"Custom"	"Eukaryota(91.31);Fungi(91.31);Dikarya(91.31);Ascomycota(91.31);Pezizomycotina(91.31);Sordariomycetes(91.31);Hypocreomycetidae(91.31);Hypocreales(91.31);Ophiocordycipitaceae(54.78);Ophiocordyceps(36.52);Ophiocordyceps rubiginosiperitheciata(36.52);"	"Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales"
"cde5e78a0423e07fa247d5d987418b51"	"Eukaryota"	"184_Barg"	28	"RUN2"	"134"	"Custom"	"Eukaryota(89.88);Viridiplantae(89.88);Chlorophyta(89.88);Chlorophyceae(89.88);Chlamydomonadales(89.88);Chlamydomonadaceae(53.98);Chloromonas(53.98);Chloromonas sp. NIES-2379(18.08);"	"Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales"
"7931159e0fe960bcec532134bf4e672e"	"Eukaryota_Bacillariophyta_Bacillariophyceae"	"184_Barg"	23	"RUN2"	"134"	"Custom"	"Eukaryota(91.29);Stramenopiles(91.29);Bacillariophyta(91.29);Coscinodiscophyceae(91.29);Thalassiosirophycidae(91.29);Thalassiosirales(91.29);Stephanodiscaceae(91.29);Stephanodiscus(73.03);Stephanodiscus niagarae(18.25);"	"Eukaryota	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	Thalassiosirophycidae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus"
"95e5319952c68e67cd8699f5f0c8a508"	"Eukaryota_Chrysophyceae_Chrysophyceae_Chromulinales"	"184_Barg"	20	"RUN2"	"134"	"Custom"	"Eukaryota(88.18);Stramenopiles(70.49);Chrysophyceae(52.99);Hydrurales(35.49);Hydruraceae(17.71);Hydrurus(17.71);Hydrurus foetidus(17.71);"	"Eukaryota	Stramenopiles"
"d0870a906e11491328603a2ba547f905"	"Eukaryota"	"184_Barg"	19	"RUN2"	"134"	"Custom"	"Eukaryota(91.07);Alveolata(72.82);Dinophyceae(54.58);environmental samples(54.58);uncultured dinoflagellate(54.58);"	"Eukaryota	Alveolata"
